"","id","name","logo","output$form","output$league$season","played.home","played.away","played.total","wins.home","wins.away","wins.total","draws.home","draws.away","draws.total","loses.home","loses.away","loses.total","home","away","total","home","away","total"
"179",774,"Romania","https://media.api-sports.io/football/teams/774.png","LLWLDW",2022,3,3,6,2,0,2,0,1,1,1,2,3,5,1,6,4,4,8
"180",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","WWDLWD",2022,3,3,6,1,2,3,2,0,2,0,1,1,4,6,10,1,3,4
"181",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WWWWDL",2022,3,3,6,2,2,4,1,0,1,0,1,1,9,9,18,3,2,5
"182",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","WWWDWW",2022,3,3,6,2,3,5,1,0,1,0,0,0,6,10,16,0,3,3
"183",27,"Portugal","https://media.api-sports.io/football/teams/27.png","DWWLWL",2022,3,3,6,2,1,3,0,1,1,1,1,2,6,5,11,1,2,3
"184",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WDLLLL",2022,3,3,6,1,0,1,1,0,1,1,3,4,4,1,5,7,6,13
"185",25,"Germany","https://media.api-sports.io/football/teams/25.png","WWWWWWWWWW",2018,5,5,10,5,5,10,0,0,0,0,0,0,23,20,43,1,3,4
"186",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","WDLLWDWWWD",2018,5,5,10,3,2,5,2,1,3,0,2,2,7,10,17,3,9,12
"187",769,"Hungary","https://media.api-sports.io/football/teams/769.png","DLWWLLWLLW",2018,5,5,10,3,1,4,0,1,1,2,3,5,10,4,14,5,9,14
"188",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","WWWWWWWWWLWD",2018,6,6,12,5,5,10,1,0,1,0,1,1,13,11,24,2,5,7
"189",9,"Spain","https://media.api-sports.io/football/teams/9.png","WDWWWWWWWW",2018,5,5,10,5,4,9,0,1,1,0,0,0,22,14,36,1,2,3
"190",3,"Croatia","https://media.api-sports.io/football/teams/3.png","DWWWWLWLDWWD",2018,6,6,12,4,3,7,2,1,3,0,2,2,10,9,19,3,2,5
"191",768,"Italy","https://media.api-sports.io/football/teams/768.png","WDWWWWLWDWLD",2018,6,6,12,3,4,7,3,0,3,0,2,2,10,11,21,2,7,9
"192",778,"Albania","https://media.api-sports.io/football/teams/778.png","WWLLLWWDLL",2018,5,5,10,2,2,4,0,1,1,3,2,5,4,6,10,7,6,13
"193",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","DWDWLWLWLD",2018,5,5,10,3,1,4,2,1,3,0,3,3,9,3,12,2,5,7
"194",21,"Denmark","https://media.api-sports.io/football/teams/21.png","WLLWDWWWWDDW",2018,6,6,12,3,4,7,2,1,3,1,1,2,10,15,25,3,6,9
"195",14,"Serbia","https://media.api-sports.io/football/teams/14.png","DWWDWDWWLW",2018,5,5,10,3,3,6,2,1,3,0,1,1,10,10,20,5,5,10
"196",10,"England","https://media.api-sports.io/football/teams/10.png","WWDWWDWWWW",2018,5,5,10,5,3,8,0,2,2,0,0,0,10,8,18,1,2,3
"197",24,"Poland","https://media.api-sports.io/football/teams/24.png","DWWWWWLWWW",2018,5,5,10,5,3,8,0,1,1,0,1,1,15,13,28,6,8,14
"198",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","DWLWLWLWWW",2018,5,5,10,4,2,6,0,1,1,1,2,3,14,7,21,3,9,12
"199",775,"Austria","https://media.api-sports.io/football/teams/775.png","WDLLWDLDWW",2018,5,5,10,2,2,4,2,1,3,1,2,3,8,6,14,6,6,12
"200",2,"France","https://media.api-sports.io/football/teams/2.png","DWWWWLWDWW",2018,5,5,10,4,3,7,1,1,2,0,1,1,12,6,18,3,3,6
"201",1,"Belgium","https://media.api-sports.io/football/teams/1.png","WWWWDWWWWW",2018,5,5,10,4,5,9,1,0,1,0,0,0,26,17,43,2,4,6
"202",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","LLWWWWWLLW",2018,5,5,10,4,2,6,0,0,0,1,3,4,11,6,17,1,6,7
"203",774,"Romania","https://media.api-sports.io/football/teams/774.png","DWDLDLWLWD",2018,5,5,10,2,1,3,2,2,4,1,2,3,5,7,12,5,5,10
"204",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","DDWWLWWLWL",2018,5,5,10,3,2,5,1,1,2,1,2,3,7,6,13,3,6,9
"205",777,"Turkey","https://media.api-sports.io/football/teams/777.png","DDLWWWLWLD",2018,5,5,10,3,1,4,1,2,3,1,2,3,7,7,14,5,8,13
"206",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","LLDDLDDDLL",2018,5,5,10,0,0,0,2,3,5,3,2,5,4,4,8,8,6,14
"207",27,"Portugal","https://media.api-sports.io/football/teams/27.png","LWWWWWWWWW",2018,5,5,10,5,4,9,0,0,0,0,1,1,20,12,32,2,2,4
"208",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","DLDWWDLLWW",2018,5,5,10,2,2,4,2,1,3,1,2,3,8,9,17,3,7,10
"209",25,"Germany","https://media.api-sports.io/football/teams/25.png","WWLWWWWWWW",2020,5,5,10,4,5,9,0,0,0,1,0,1,21,15,36,3,1,4
"210",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","DDWLWWWWWWL",2020,6,5,11,4,3,7,1,1,2,1,1,2,13,5,18,7,3,10
"211",769,"Hungary","https://media.api-sports.io/football/teams/769.png","DWWLLWLDWW",2020,5,5,10,2,3,5,1,1,2,2,1,3,9,10,19,9,4,13
"212",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","WWDDWWDW",2020,4,4,8,3,2,5,1,2,3,0,0,0,7,8,15,0,2,2
"213",9,"Spain","https://media.api-sports.io/football/teams/9.png","DWWLWWWW",2020,4,4,8,3,3,6,1,0,1,0,1,1,9,6,15,2,3,5
"214",3,"Croatia","https://media.api-sports.io/football/teams/3.png","LWWDWWWDWW",2020,5,5,10,4,3,7,1,1,2,0,1,1,10,11,21,2,2,4
"215",768,"Italy","https://media.api-sports.io/football/teams/768.png","WWWDDWDDL",2020,5,4,9,2,2,4,2,2,4,1,0,1,9,4,13,3,0,3
"216",778,"Albania","https://media.api-sports.io/football/teams/778.png","WLWLWWWLLW",2020,5,5,10,3,3,6,0,0,0,2,2,4,7,5,12,3,9,12
"217",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","WLLDWLWLDW",2020,5,5,10,3,1,4,1,1,2,1,3,4,6,7,13,4,8,12
"218",21,"Denmark","https://media.api-sports.io/football/teams/21.png","WWWWWWWWWL",2020,5,5,10,5,4,9,0,0,0,0,1,1,19,11,30,1,2,3
"219",14,"Serbia","https://media.api-sports.io/football/teams/14.png","WDWWDWWW",2020,4,4,8,3,3,6,1,1,2,0,0,0,12,6,18,6,3,9
"220",10,"England","https://media.api-sports.io/football/teams/10.png","WWWWWDWDWW",2020,5,5,10,4,4,8,1,1,2,0,0,0,17,22,39,2,1,3
"221",24,"Poland","https://media.api-sports.io/football/teams/24.png","DWLWWDWWWLW",2020,6,5,11,4,3,7,1,1,2,1,1,2,16,16,32,4,7,11
"222",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","LWWDWWWWDW",2020,5,5,10,5,2,7,0,2,2,0,1,1,20,13,33,1,7,8
"223",775,"Austria","https://media.api-sports.io/football/teams/775.png","DWLWLLWLWWL",2020,5,6,11,3,2,5,0,1,1,2,3,5,11,9,20,9,10,19
"224",2,"France","https://media.api-sports.io/football/teams/2.png","DWWDDWWW",2020,4,4,8,2,3,5,2,1,3,0,0,0,12,6,18,2,1,3
"225",1,"Belgium","https://media.api-sports.io/football/teams/1.png","WDWWWWWD",2020,4,4,8,4,2,6,0,2,2,0,0,0,17,8,25,2,4,6
"226",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","DDWDLWLDDW",2020,5,5,10,2,1,3,2,3,5,1,1,2,8,9,17,6,4,10
"227",774,"Romania","https://media.api-sports.io/football/teams/774.png","WLLWWDLWDW",2020,5,5,10,3,2,5,1,1,2,1,2,3,6,7,13,3,5,8
"228",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","DDDDDWDWWL",2020,4,6,10,0,3,3,4,2,6,0,1,1,4,10,14,4,6,10
"229",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WWDDWLDWWWL",2020,5,6,11,2,4,6,3,0,3,0,2,2,16,12,28,8,11,19
"230",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","LLDLLLWW",2020,4,4,8,1,1,2,0,1,1,3,2,5,3,3,6,5,7,12
"231",27,"Portugal","https://media.api-sports.io/football/teams/27.png","WDWWWWDLWW",2020,6,4,10,5,2,7,0,2,2,1,0,1,14,8,22,4,3,7
"232",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WDLWLDWWL",2020,4,5,9,2,2,4,2,0,2,0,3,3,6,8,14,3,7,10
"233",25,"Germany","https://media.api-sports.io/football/teams/25.png","WDDD",2017,2,2,4,1,0,1,1,2,3,0,0,0,3,1,4,2,1,3
"234",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","DL",2017,2,0,2,0,0,0,1,0,1,1,0,1,1,0,1,2,0,2
"235",769,"Hungary","https://media.api-sports.io/football/teams/769.png","LLW",2017,2,1,3,1,0,1,0,0,0,1,1,2,1,1,2,3,2,5
"236",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","W",2017,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"237",9,"Spain","https://media.api-sports.io/football/teams/9.png","WDWD",2017,2,2,4,1,1,2,1,1,2,0,0,0,7,5,12,2,3,5
"238",3,"Croatia","https://media.api-sports.io/football/teams/3.png","LW",2017,0,2,2,0,1,1,0,0,0,0,1,1,0,2,2,0,4,4
"239",768,"Italy","https://media.api-sports.io/football/teams/768.png","WWW",2017,2,1,3,2,1,3,0,0,0,0,0,0,11,2,13,0,1,1
"240",778,"Albania","https://media.api-sports.io/football/teams/778.png","LLW",2017,1,2,3,0,1,1,0,0,0,1,1,2,1,4,5,2,4,6
"241",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","DW",2017,1,1,2,1,0,1,0,1,1,0,0,0,2,0,2,0,0,0
"242",21,"Denmark","https://media.api-sports.io/football/teams/21.png","D",2017,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1
"243",14,"Serbia","https://media.api-sports.io/football/teams/14.png","DWD",2017,0,3,3,0,1,1,0,2,2,0,0,0,0,3,3,0,1,1
"244",10,"England","https://media.api-sports.io/football/teams/10.png","LLDD",2017,2,2,4,0,0,0,2,0,2,0,2,2,0,2,2,0,4,4
"245",24,"Poland","https://media.api-sports.io/football/teams/24.png","DL",2017,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
"246",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","LWWWW",2017,2,3,5,1,3,4,0,0,0,1,0,1,6,6,12,2,1,3
"247",775,"Austria","https://media.api-sports.io/football/teams/775.png","DW",2017,2,0,2,1,0,1,1,0,1,0,0,0,3,0,3,2,0,2
"248",2,"France","https://media.api-sports.io/football/teams/2.png","LWWWD",2017,4,1,5,3,0,3,0,1,1,1,0,1,10,2,12,4,2,6
"249",1,"Belgium","https://media.api-sports.io/football/teams/1.png","DWDW",2017,3,1,4,2,0,2,1,1,2,0,0,0,6,3,9,4,3,7
"250",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","LLLW",2017,2,2,4,1,0,1,0,0,0,1,2,3,2,1,3,3,8,11
"251",774,"Romania","https://media.api-sports.io/football/teams/774.png","WWL",2017,3,0,3,2,0,2,0,0,0,1,0,1,5,0,5,5,0,5
"252",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","LW",2017,2,0,2,1,0,1,0,0,0,1,0,1,2,0,2,2,0,2
"253",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WDLL",2017,2,2,4,1,0,1,0,1,1,1,1,2,5,0,5,4,2,6
"254",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","DLWWWD",2017,4,2,6,3,0,3,1,1,2,0,1,1,11,2,13,2,3,5
"255",27,"Portugal","https://media.api-sports.io/football/teams/27.png","LWWD",2017,4,0,4,2,0,2,1,0,1,1,0,1,10,0,10,4,0,4
"256",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WLWW",2017,1,3,4,1,2,3,0,0,0,0,1,1,3,4,7,0,3,3
"257",25,"Germany","https://media.api-sports.io/football/teams/25.png","DLLWWW",2018,5,1,6,3,0,3,1,0,1,1,1,2,8,1,9,4,2,6
"258",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","LWLLLL",2018,3,3,6,0,1,1,0,0,0,3,2,5,1,1,2,8,3,11
"259",769,"Hungary","https://media.api-sports.io/football/teams/769.png","LLDL",2018,3,1,4,0,0,0,0,1,1,3,0,3,3,1,4,6,1,7
"260",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","WWDWLL",2018,3,3,6,2,1,3,0,1,1,1,1,2,8,2,10,1,2,3
"261",9,"Spain","https://media.api-sports.io/football/teams/9.png","DWDWWW",2018,3,3,6,2,2,4,1,1,2,0,0,0,8,6,14,2,2,4
"262",3,"Croatia","https://media.api-sports.io/football/teams/3.png","LWLWDW",2018,2,4,6,2,1,3,0,1,1,0,2,2,4,2,6,2,5,7
"263",768,"Italy","https://media.api-sports.io/football/teams/768.png","LDWLDDW",2018,4,3,7,2,0,2,2,1,3,0,2,2,5,2,7,3,6,9
"264",778,"Albania","https://media.api-sports.io/football/teams/778.png","LLLDW",2018,5,0,5,1,0,1,1,0,1,3,0,3,2,0,2,8,0,8
"265",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","LLW",2018,1,2,3,0,1,1,0,0,0,1,1,2,0,2,2,2,3,5
"266",21,"Denmark","https://media.api-sports.io/football/teams/21.png","WDDWLW",2018,4,2,6,3,0,3,1,1,2,0,1,1,5,0,5,0,3,3
"267",14,"Serbia","https://media.api-sports.io/football/teams/14.png","LWLW",2018,3,1,4,1,1,2,0,0,0,2,0,2,6,2,8,4,0,4
"268",10,"England","https://media.api-sports.io/football/teams/10.png","WDWWWW",2018,5,1,6,4,1,5,1,0,1,0,0,0,9,1,10,2,0,2
"269",24,"Poland","https://media.api-sports.io/football/teams/24.png","LWDWDL",2018,6,0,6,2,0,2,2,0,2,2,0,2,10,0,10,7,0,7
"270",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","LWDDWD",2018,2,4,6,1,1,2,0,3,3,1,0,1,2,6,8,2,3,5
"271",775,"Austria","https://media.api-sports.io/football/teams/775.png","WWWWLWL",2018,5,2,7,4,1,5,0,0,0,1,1,2,8,4,12,4,2,6
"272",2,"France","https://media.api-sports.io/football/teams/2.png","LWWWDDW",2018,6,1,7,3,1,4,2,0,2,1,0,1,11,3,14,7,1,8
"273",1,"Belgium","https://media.api-sports.io/football/teams/1.png","WDWWWD",2018,5,1,6,3,1,4,2,0,2,0,0,0,12,4,16,2,0,2
"274",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","DLWD",2018,2,2,4,1,0,1,1,1,2,0,1,1,4,2,6,1,3,4
"275",774,"Romania","https://media.api-sports.io/football/teams/774.png","WWWW",2018,3,1,4,3,1,4,0,0,0,0,0,0,6,2,8,2,1,3
"276",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","DWDWDD",2018,0,6,6,0,2,2,0,4,4,0,0,0,0,8,8,0,4,4
"277",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WDWDDDD",2018,4,3,7,2,0,2,2,3,5,0,0,0,3,5,8,1,5,6
"278",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","WWWL",2018,3,1,4,3,0,3,0,0,0,0,1,1,7,0,7,0,1,1
"279",27,"Portugal","https://media.api-sports.io/football/teams/27.png","WLDDWDW",2018,5,2,7,2,1,3,2,1,3,1,0,1,8,3,11,7,1,8
"280",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","LWLW",2018,0,4,4,0,2,2,0,0,0,0,2,2,0,3,3,0,9,9
"281",25,"Germany","https://media.api-sports.io/football/teams/25.png","DD",2019,2,0,2,0,0,0,2,0,2,0,0,0,3,0,3,3,0,3
"282",769,"Hungary","https://media.api-sports.io/football/teams/769.png","LL",2019,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,2,2,4
"283",3,"Croatia","https://media.api-sports.io/football/teams/3.png","LW",2019,2,0,2,1,0,1,0,0,0,1,0,1,3,0,3,3,0,3
"284",21,"Denmark","https://media.api-sports.io/football/teams/21.png","DW",2019,1,1,2,1,0,1,0,1,1,0,0,0,4,2,6,0,2,2
"285",14,"Serbia","https://media.api-sports.io/football/teams/14.png","DW",2019,1,1,2,1,0,1,0,1,1,0,0,0,1,1,2,0,1,1
"286",2,"France","https://media.api-sports.io/football/teams/2.png","W",2019,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
"287",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","WD",2019,2,0,2,1,0,1,1,0,1,0,0,0,6,0,6,2,0,2
"288",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","DW",2019,2,0,2,1,0,1,1,0,1,0,0,0,3,0,3,2,0,2
"289",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WW",2019,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4,1,0,1
"290",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","DL",2019,0,2,2,0,0,0,0,1,1,0,1,1,0,3,3,0,4,4
"291",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","LL",2019,2,0,2,0,0,0,0,0,0,2,0,2,3,0,3,6,0,6
"292",25,"Germany","https://media.api-sports.io/football/teams/25.png","DW",2020,2,0,2,1,0,1,1,0,1,0,0,0,4,0,4,3,0,3
"293",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","LL",2020,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,2,2,4
"294",9,"Spain","https://media.api-sports.io/football/teams/9.png","DD",2020,0,2,2,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1
"295",3,"Croatia","https://media.api-sports.io/football/teams/3.png","WD",2020,0,2,2,0,1,1,0,1,1,0,0,0,0,5,5,0,4,4
"296",768,"Italy","https://media.api-sports.io/football/teams/768.png","WW",2020,2,0,2,2,0,2,0,0,0,0,0,0,10,0,10,0,0,0
"297",778,"Albania","https://media.api-sports.io/football/teams/778.png","W",2020,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1
"298",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","WD",2020,2,0,2,1,0,1,1,0,1,0,0,0,4,0,4,0,0,0
"299",21,"Denmark","https://media.api-sports.io/football/teams/21.png","WW",2020,2,0,2,2,0,2,0,0,0,0,0,0,6,0,6,0,0,0
"300",10,"England","https://media.api-sports.io/football/teams/10.png","WW",2020,2,0,2,2,0,2,0,0,0,0,0,0,6,0,6,0,0,0
"301",24,"Poland","https://media.api-sports.io/football/teams/24.png","WW",2020,2,0,2,2,0,2,0,0,0,0,0,0,7,0,7,1,0,1
"302",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","LD",2020,2,0,2,0,0,0,1,0,1,1,0,1,1,0,1,2,0,2
"303",775,"Austria","https://media.api-sports.io/football/teams/775.png","WW",2020,1,1,2,1,1,2,0,0,0,0,0,0,2,3,5,1,0,1
"304",2,"France","https://media.api-sports.io/football/teams/2.png","WL",2020,2,0,2,1,0,1,0,0,0,1,0,1,7,0,7,3,0,3
"305",1,"Belgium","https://media.api-sports.io/football/teams/1.png","DW",2020,2,0,2,1,0,1,1,0,1,0,0,0,3,0,3,2,0,2
"306",774,"Romania","https://media.api-sports.io/football/teams/774.png","W",2020,1,0,1,1,0,1,0,0,0,0,0,0,5,0,5,3,0,3
"307",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","LL",2020,0,2,2,0,0,0,0,0,0,0,2,2,0,1,1,0,9,9
"308",777,"Turkey","https://media.api-sports.io/football/teams/777.png","DD",2020,1,1,2,0,0,0,1,1,2,0,0,0,3,3,6,3,3,6
"309",27,"Portugal","https://media.api-sports.io/football/teams/27.png","DW",2020,2,0,2,1,0,1,1,0,1,0,0,0,7,0,7,0,0,0
"310",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WL",2020,0,2,2,0,1,1,0,0,0,0,1,1,0,2,2,0,2,2
"311",25,"Germany","https://media.api-sports.io/football/teams/25.png","DW",2021,2,0,2,1,0,1,1,0,1,0,0,0,8,0,8,2,0,2
"312",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","DW",2021,0,2,2,0,1,1,0,1,1,0,0,0,0,3,3,0,2,2
"313",769,"Hungary","https://media.api-sports.io/football/teams/769.png","WD",2021,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
"314",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","WWWW",2021,4,0,4,4,0,4,0,0,0,0,0,0,14,0,14,4,0,4
"315",9,"Spain","https://media.api-sports.io/football/teams/9.png","DW",2021,2,0,2,1,0,1,1,0,1,0,0,0,4,0,4,0,0,0
"316",3,"Croatia","https://media.api-sports.io/football/teams/3.png","DL",2021,1,1,2,0,0,0,1,0,1,0,1,1,1,0,1,1,1,2
"317",768,"Italy","https://media.api-sports.io/football/teams/768.png","WW",2021,2,0,2,2,0,2,0,0,0,0,0,0,11,0,11,0,0,0
"318",778,"Albania","https://media.api-sports.io/football/teams/778.png","DL",2021,0,2,2,0,0,0,0,1,1,0,1,1,0,1,1,0,3,3
"319",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","DW",2021,1,1,2,1,0,1,0,1,1,0,0,0,6,1,7,0,1,1
"320",21,"Denmark","https://media.api-sports.io/football/teams/21.png","DW",2021,1,1,2,1,0,1,0,1,1,0,0,0,2,1,3,0,1,1
"321",14,"Serbia","https://media.api-sports.io/football/teams/14.png","DDDLWW",2021,2,4,6,1,1,2,1,2,3,0,1,1,5,4,9,1,1,2
"322",10,"England","https://media.api-sports.io/football/teams/10.png","WW",2021,2,0,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
"323",24,"Poland","https://media.api-sports.io/football/teams/24.png","DD",2021,2,0,2,0,0,0,2,0,2,0,0,0,3,0,3,3,0,3
"324",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","DW",2021,2,0,2,1,0,1,1,0,1,0,0,0,5,0,5,2,0,2
"325",775,"Austria","https://media.api-sports.io/football/teams/775.png","LD",2021,1,1,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
"326",2,"France","https://media.api-sports.io/football/teams/2.png","WW",2021,2,0,2,2,0,2,0,0,0,0,0,0,6,0,6,0,0,0
"327",1,"Belgium","https://media.api-sports.io/football/teams/1.png","DW",2021,2,0,2,1,0,1,1,0,1,0,0,0,2,0,2,1,0,1
"328",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","DD",2021,1,1,2,0,0,0,1,1,2,0,0,0,1,0,1,1,0,1
"329",774,"Romania","https://media.api-sports.io/football/teams/774.png","LL",2021,1,1,2,0,0,0,0,0,0,1,1,2,1,0,1,2,1,3
"330",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","DWWDD",2021,4,1,5,2,0,2,2,1,3,0,0,0,7,1,8,2,1,3
"331",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WDW",2021,3,0,3,2,0,2,1,0,1,0,0,0,4,0,4,1,0,1
"332",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","WLLW",2021,1,3,4,1,1,2,0,0,0,0,2,2,1,3,4,0,8,8
"333",27,"Portugal","https://media.api-sports.io/football/teams/27.png","DWWW",2021,2,2,4,2,1,3,0,1,1,0,0,0,7,3,10,0,1,1
"334",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","LWDW",2021,3,1,4,2,0,2,1,0,1,0,1,1,11,0,11,2,4,6
"335",25,"Germany","https://media.api-sports.io/football/teams/25.png","WDW",2022,1,2,3,1,1,2,0,1,1,0,0,0,2,2,4,0,1,1
"336",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","DDL",2022,1,2,3,0,0,0,1,1,2,0,1,1,1,3,4,1,4,5
"337",769,"Hungary","https://media.api-sports.io/football/teams/769.png","LWDW",2022,2,2,4,1,1,2,0,1,1,1,0,1,2,3,5,2,2,4
"338",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","LDL",2022,1,2,3,0,0,0,1,0,1,0,2,2,1,1,2,1,4,5
"339",9,"Spain","https://media.api-sports.io/football/teams/9.png","WWW",2022,2,1,3,2,1,3,0,0,0,0,0,0,7,3,10,1,1,2
"340",3,"Croatia","https://media.api-sports.io/football/teams/3.png","DWW",2022,2,1,3,1,1,2,1,0,1,0,0,0,3,1,4,2,0,2
"341",768,"Italy","https://media.api-sports.io/football/teams/768.png","WLWL",2022,1,3,4,0,2,2,0,0,0,1,1,2,0,6,6,3,5,8
"342",778,"Albania","https://media.api-sports.io/football/teams/778.png","LDDDLLW",2022,4,3,7,1,0,1,2,1,3,1,2,3,3,2,5,3,4,7
"343",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","DDWW",2022,1,3,4,1,1,2,0,2,2,0,0,0,1,3,4,0,2,2
"344",21,"Denmark","https://media.api-sports.io/football/teams/21.png","LW",2022,1,1,2,1,0,1,0,0,0,0,1,1,3,2,5,0,4,4
"345",14,"Serbia","https://media.api-sports.io/football/teams/14.png","WLW",2022,0,3,3,0,2,2,0,0,0,0,1,1,0,6,6,0,4,4
"346",10,"England","https://media.api-sports.io/football/teams/10.png","WW",2022,2,0,2,2,0,2,0,0,0,0,0,0,5,0,5,1,0,1
"347",24,"Poland","https://media.api-sports.io/football/teams/24.png","DW",2022,1,1,2,1,0,1,0,1,1,0,0,0,1,1,2,0,1,1
"348",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","WD",2022,2,0,2,1,0,1,1,0,1,0,0,0,5,0,5,3,0,3
"349",775,"Austria","https://media.api-sports.io/football/teams/775.png","DWW",2022,2,1,3,1,1,2,1,0,1,0,0,0,4,1,5,2,0,2
"350",2,"France","https://media.api-sports.io/football/teams/2.png","WW",2022,2,0,2,2,0,2,0,0,0,0,0,0,7,0,7,1,0,1
"351",1,"Belgium","https://media.api-sports.io/football/teams/1.png","DWL",2022,2,1,3,1,0,1,0,1,1,1,0,1,4,2,6,2,2,4
"352",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","LWDD",2022,1,3,4,0,1,1,1,1,2,0,1,1,0,4,4,0,4,4
"353",774,"Romania","https://media.api-sports.io/football/teams/774.png","LDLW",2022,2,2,4,0,1,1,0,1,1,2,0,2,1,7,8,3,2,5
"354",777,"Turkey","https://media.api-sports.io/football/teams/777.png","LWW",2022,3,0,3,2,0,2,0,0,0,1,0,1,6,0,6,5,0,5
"355",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","WDL",2022,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,3,3
"356",27,"Portugal","https://media.api-sports.io/football/teams/27.png","W",2022,1,0,1,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0
"357",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","DWL",2022,1,2,3,1,0,1,0,1,1,0,1,1,5,2,7,0,3,3
"358",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","WWWWWLDD",2023,4,4,8,3,2,5,1,1,2,0,1,1,10,7,17,3,5,8
"359",769,"Hungary","https://media.api-sports.io/football/teams/769.png","WDWWWDDW",2023,4,4,8,4,1,5,0,3,3,0,0,0,10,6,16,2,5,7
"360",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","WWWDDWDDDL",2023,5,5,10,2,2,4,3,2,5,0,1,1,12,10,22,6,5,11
